1	1
2	1
3	1
4	1
5	0.775991262031782
6	0.677941779131705
7	0.676425821940372
8	0.66049639804382
9	0.668755652370028
10	0.714127012532887
11	0.738156114391011
12	0.715630800849452
13	0.618327520712332
14	0.73249134842979
15	0.645303616416596
16	0.749625992676017
17	0.719341393085625
18	0.734072687251677
19	0.671892036288408
20	0.672983213577207
21	0.700604756860598
22	0.625500347014611
23	0.654623710012143
24	0.747163211631835
25	0.68420436326536
26	0.709244702549173
27	0.774204763476032
28	0.710849490545041
29	0.672218853288916
30	0.644312246985789
31	0.727682905091941
32	0.736453453862434
33	0.75850827204129
34	0.702659378706996
35	0.717310843890101
36	0.670076998484572
37	0.695714668583707
38	0.64773876103973
39	0.692727154105093
40	0.680428398085946
41	0.758713186553687
42	0.714396021798046
43	0.708805700834888
44	0.721693727687853
45	0.689548410103366
46	0.675753881627111
47	0.690692902940807
48	0.647641438169366
49	0.738751670894995
50	0.713810003478063
51	0.712017931561324
52	0.674743921510325
53	0.688133032475596
54	0.760352943945258
55	0.735412455861223
56	0.67264886192157
57	0.673363622638512
58	0.670972361148757
59	0.701130111707885
60	0.647989050361645
61	0.694822547713882
62	0.803131559343879
63	0.79607977162892
64	0.717693513654105
65	0.634438938182201
66	0.660430894432275
67	0.682984946580051
68	0.663688423978664
69	0.646778431033776
70	0.728982603464895
71	0.605646354793417
72	0.738664318098053
73	0.708696070366719
74	0.769660718914765
75	0.70650166624856
76	0.684926311973778
77	0.727321048786947
78	0.69271016082558
79	0.658217655282778
80	0.702159269963106
81	0.66939592553114
82	0.695100971436773
83	0.723981203313216
84	0.68395840344447
85	0.745630522773077
86	0.7296457038478
87	0.741694570500639
88	0.69707165402185
89	0.660196397287682
90	0.707927918546301
91	0.709462686436598
92	0.679074178009379
93	0.71512685868461
94	0.721731109756494
95	0.720444760546295
96	0.732986407773241
97	0.653866505459575
98	0.774763242534078
99	0.666248206507476
100	0.681319946621485
